time,num
4.16854000091553,1
7.73734760284424,2
8.63766384124756,3
11.3065366744995,4
12.5576057434082,5
16.5947799682617,6
17.4784507751465,7
20.2475757598877,8
26.2356624603271,9
27.3031883239746,10
28.3535976409912,11
29.4378261566162,12
37.6945953369141,13
38.3456497192383,14
39.8469161987305,15
40.8635292053223,16
41.9319648742676,17
42.8987350463867,18
43.7825622558594,19
49.3369178771973,20
50.2708854675293,21
53.3565216064453,22
61.4969787597656,23
65.0661926269531,24
65.733642578125,25
69.3701934814453,26
70.4383163452148,27
77.042350769043,28
77.3924713134766,29
78.1930313110352,30
78.4435195922852,31
79.277702331543,32
80.0117111206055,33
81.6294631958008,34
81.7129669189453,35
86.0335083007813,36
96.2575836181641,37
96.8761444091797,38
98.1764221191406,39
108.317626953125,40
110.369636535645,41
111.703247070313,42
112.754753112793,43
113.823524475098,44
116.623924255371,45
117.69270324707,46
117.891654968262,47
118.692436218262,48
119.510124206543,49
120.510124206543,50
129.284393310547,51
131.268905639648,52
132.370101928711,53
140.826065063477,54
142.928237915039,55
145.346572875977,56
147.965698242188,57
152.769104003906,58
153.136627197266,59
154.15364074707,60
154.604568481445,61
155.771682739258,62
156.957473754883,63
158.023284912109,64
158.925109863281,65
166.630218505859,66
167.648742675781,67
173.369171142578,68
175.471313476563,69
176.404556274414,70
177.288772583008,71
182.409729003906,72
188.898223876953,73
192.967849731445,74
193.96875,75
195.186279296875,76
196.470855712891,77
196.55403137207,78
197.504608154297,79
201.758453369141,80
202.776382446289,81
205.928268432617,82
208.330673217773,83
209.298294067383,84
210.1650390625,85
211.566619873047,86
224.092697143555,87
226.010925292969,88
227.029190063477,89
228.329498291016,90
232.16650390625,91
234.567535400391,92
238.288192749023,93
239.588333129883,94
240.055297851563,95
240.6728515625,96
241.607437133789,97
242.708023071289,98
243.775253295898,99
244.642883300781,100
258.703674316406,101
259.103942871094,102
259.488891601563,103
260.338531494141,104
261.506622314453,105
272.966644287109,106
274.082397460938,107
275.085021972656,108
276.050750732422,109
278.652801513672,110
279.488403320313,111
280.5048828125,112
282.322723388672,113
283.223205566406,114
289.230194091797,115
290.001586914063,116
294.466033935547,117
295.449554443359,118
296.467102050781,119
309.644989013672,120
311.079620361328,121
312.146484375,122
313.130401611328,123
313.547698974609,124
314.214385986328,125
315.231903076172,126
318.968170166016,127
323.856231689453,128
324.87451171875,129
327.891937255859,130
329.526580810547,131
330.510711669922,132
331.528411865234,133
342.053375244141,134
342.904266357422,135
348.391876220703,136
349.60986328125,137
349.626037597656,138
350.944091796875,139
351.010375976563,140
352.595153808594,141
357.950347900391,142
364.271911621094,143
365.355895996094,144
366.656188964844,145
366.956939697266,146
367.873901367188,147
373.478424072266,148
375.030242919922,149
380.951141357422,150
382.019104003906,151
382.652404785156,152
388.2568359375,153
389.324768066406,154
390.291961669922,155
391.293243408203,156
399.315582275391,157
400.466674804688,158
401.451171875,159
405.570709228516,160
406.588256835938,161
409.107055664063,162
410.125427246094,163
413.293548583984,164
414.09423828125,165
415.329315185547,166
424.452087402344,167
426.137420654297,168
427.254577636719,169
428.189361572266,170
434.393707275391,171
435.577819824219,172
436.513702392578,173
437.429504394531,174
438.547058105469,175
446.253173828125,176
447.887634277344,177
449.522186279297,178
451.406829833984,179
452.508026123047,180
454.993865966797,181
464.167510986328,182
465.268890380859,183
466.252716064453,184
468.539001464844,185
469.405578613281,186
470.690368652344,187
471.657836914063,188
472.657348632813,189
473.492370605469,190
480.530090332031,191
482.115570068359,192
489.971405029297,193
493.124359130859,194
494.157806396484,195
499.846618652344,196
502.164123535156,197
503.2490234375,198
504.216796875,199
505.166748046875,200
505.267272949219,201
506.251007080078,202
506.551300048828,203
507.384948730469,204
513.172790527344,205
514.657836914063,206
522.797668457031,207
526.717041015625,208
529.936401367188,209
535.592041015625,210
536.374816894531,211
540.294372558594,212
541.195251464844,213
541.71240234375,214
542.446533203125,215
543.447631835938,216
544.598266601563,217
545.682495117188,218
546.666076660156,219
547.650634765625,220
555.356689453125,221
557.107666015625,222
557.991943359375,223
565.798095703125,224
576.156921386719,225
577.473815917969,226
577.79150390625,227
578.474853515625,228
579.126525878906,229
579.542602539063,230
580.777099609375,231
581.777526855469,232
582.695739746094,233
582.744995117188,234
587.949035644531,235
588.883178710938,236
589.767578125,237
591.852355957031,238
613.303466796875,239
614.27001953125,240
615.304443359375,241
616.305236816406,242
617.22265625,243
618.124694824219,244
619.290771484375,245
620.392272949219,246
621.492553710938,247
622.242980957031,248
622.427062988281,249
623.210754394531,250
623.345092773438,251
624.195190429688,252
645.928527832031,253
651.250122070313,254
651.783752441406,255
652.467041015625,256
653.267822265625,257
653.468322753906,258
654.135437011719,259
654.468933105469,260
655.286193847656,261
659.523193359375,262
660.507019042969,263
661.491149902344,264
663.326599121094,265
664.293212890625,266
678.471130371094,267
681.523986816406,268
683.82568359375,269
684.776611328125,270
685.676940917969,271
687.328430175781,272
690.765014648438,273
691.749084472656,274
692.966003417969,275
694.284118652344,276
695.31787109375,277
696.2861328125,278
704.925537109375,279
705.927307128906,280
710.930236816406,281
711.648559570313,282
716.185180664063,283
716.46826171875,284
717.235473632813,285
717.98681640625,286
728.294616699219,287
729.078063964844,288
729.144836425781,289
730.41259765625,290
731.346435546875,291
732.414306640625,292
743.022644042969,293
743.623840332031,294
745.124633789063,295
746.809387207031,296
747.676513671875,297
748.794067382813,298
749.827880859375,299
750.846252441406,300
763.489196777344,301
766.158081054688,302
766.358703613281,303
767.375610351563,304
768.376037597656,305
769.543762207031,306
775.499145507813,307
